run_id,L,L_mesh,Is_Porous,E_matrix,nu_matrix,VoF_sphere,r_avg,r_std,Mode,Disp,Mode2,Disp2,VoF_void_sphere,VoF_incl_sphere,E_sphere_inclusion,nu_sphere_inclusion,sphericity_avg,sphericity_std,min_distance,max_iterations,nlgeom_flag,PBC_Method,Kappa,Bending_Plane,Bending_PBC_Type,generate_channels,channel_vof_target,r_channel_avg,r_channel_std,Growth_Direction,Growth_Concentration,Inclusion_Type,K_inclusion,G_inclusion,full_tensor
FYMY_my_z05,0.50,0.033,Composite,9.5805e+09,0.33,0.0727,0.031,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.068,0.0047,2.2e9,0.48,0.87,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.36,Liquid,2200000000.0,440029.33528897085,No
FYMY_my_z15,0.50,0.033,Composite,9.5570e+09,0.33,0.0691,0.032,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.064,0.0051,2.2e9,0.48,0.85,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.39,Liquid,2200000000.0,440029.33528897085,No
FYMY_my_z25,0.50,0.033,Composite,9.5335e+09,0.33,0.0656,0.033,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.06,0.0056,2.2e9,0.48,0.83,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.41,Liquid,2200000000.0,440029.33528897085,No
FYMY_my_z35,0.50,0.033,Composite,9.5100e+09,0.33,0.0622,0.034,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.056,0.0062,2.2e9,0.48,0.81,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.44,Liquid,2200000000.0,440029.33528897085,No
FYMY_my_z45,0.50,0.033,Composite,9.4865e+09,0.33,0.059,0.035,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.052,0.007,2.2e9,0.48,0.79,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.46,Liquid,2200000000.0,440029.33528897085,No
FYMY_my_z55,0.50,0.033,Composite,9.4631e+09,0.33,0.0562,0.037,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.048,0.0082,2.2e9,0.48,0.77,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.49,Liquid,2200000000.0,440029.33528897085,No
FYMY_my_z65,0.50,0.033,Composite,9.4396e+09,0.33,0.0538,0.038,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.044,0.0098,2.2e9,0.48,0.75,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.51,Liquid,2200000000.0,440029.33528897085,No
FYMY_my_z75,0.50,0.033,Composite,9.4161e+09,0.33,0.0524,0.039,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.04,0.0124,2.2e9,0.48,0.73,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.54,Liquid,2200000000.0,440029.33528897085,No
FYMY_my_z85,0.50,0.033,Composite,9.3926e+09,0.33,0.0531,0.040,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.036,0.0171,2.2e9,0.48,0.71,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.56,Liquid,2200000000.0,440029.33528897085,No
FYMY_my_z95,0.50,0.033,Composite,9.3692e+09,0.33,0.06,0.041,0.010,Uniaxial Tension X,0.005,Uniaxial Tension Z,0.005,0.032,0.028,2.2e9,0.48,0.69,0.10,0.002,200000,OFF,Gmsh,0,xz,Lesicar,No,0,0.022,0.005,Z,0.59,Liquid,2200000000.0,440029.33528897085,No
